character,scene,dialogue
FarmHouse,4325434/f Penny 3500/O Penny/t 1500 1900/p Penny," Penny ""Welcome home, honey... How was your day? #It was fine#Not good...#It was fantastic!(break)speak Penny ""Just business as usual, huh? Well, I've got a zesty new recipe in the oven, so maybe things will get a little more exciting! ""(break) Penny ""Oh, I'm sorry! Well, you're back now... I'll do my best to make you feel better.""(break)speak Penny ""That's great! I'm glad you enjoy your work so much. Penny ""I'm happy you're home. Penny ""Oh, you smell like the outdoors... It's nice... Penny ""You know... I really appreciate the hard work you do for the family. So it's important to me that when you come home, the house is nice and cozy, and everything's in order! Penny ""So I was thinking... I'd like to re-decorate the bedroom with some of my own hand-made decor! But first, I have to ask you... What style do you prefer?#Forest And Moon: Peaceful Blue#Strawberry Home#Pirate Theme#I don't want any changes!(break) Penny ""Ah... something soothing. Okay! Just give me a few days, then. I won't touch any of your chests, but it would be nice if you could move them out of the bedroom.""(break) Penny ""Something warm and inviting, huh? That works for me! Just give me a few days, then. I won't touch any of your chests, but it would be nice if you could move them out of the bedroom.""(break) Penny ""Heh... Okay. Whatever you like, honey. Just give me a few days, then. I won't touch any of your chests, but it would be nice if you could move them out of the bedroom.""(break) Penny ""Oh! Okay... I won't worry about it, then. Penny ""Oh! The pop-overs are ready. dialogue Penny ""Make yourself comfortable, dear."""
FarmHouse,4324303/e 4325434/O Penny/A pennyRedecorating/l noQuilt/B," Penny ""@... Good morning... Penny ""Notice anything unusually soft? I quilted this custom bedspread by hand. speak Penny ""So, what do you think? #Looks great!#I don't like it.(break) Penny ""I'm glad you like it. The house is starting to look really cozy, isn't it? farmer true true 100 101(break) Penny ""Oh.. okay. I put the old furniture in a chest... feel free to change it back... Penny's been working very hard around the house... ""It really feels like home! "
FarmHouse,8675611/e 6184643/O Haley/A haleyCakewalk1/t 620 1700/p Haley," Haley ""Hi, honey. Hey... I have an idea... I want to get everyone together for a charity cake-walk. Haley ""Uh... It's kind of like musical chairs, but everyone wins and gets cake! You'll see... It'll be on the next sunny day in the town square. Um... would you mind bringing a chocolate cake? Do you agree to bring chocolate cake?#Yes#Yes (begrudgingly)(break)speak Haley ""Great! I'll meet you in the town square tomorrow, weather permitting. farmer -8 0(break) Haley ""What's up with the snarky attitude? Fine. You're going to show up tomorrow with a chocolate cake, or else you're in the dog house. You like that better? dialogue Haley ""I'm bringing a pink cake."""
FarmHouse,9333220/e 9333219/O Sebastian/A sebastianFrog/t 620 1900," Sebastian ""Our little friend's doing much better, see? Sebastian ""...but I don't think he can go back into the wild... he's not fast enough to avoid predators anymore. ...So I set up this terrarium. He looks happy, doesn't he? Sebastian ""I wonder if he'll get lonely, though... #Why not start a 'frog sanctuary'?#He'll be fine.(break)speak Sebastian ""...a haven for frogs and toads who can't make it on their own? Not a bad idea.""(break)speak Sebastian ""He does look pretty tough. But still, If I find another injured frog, I think he'd be better off with a friend. #Why do you like frogs so much, anyway?#I don't really want this in the house#I'm glad you've found a new hobby(break)speak Sebastian ""Hmm... Well, I like going out in the rain. So I guess I encountered a lot of frogs that way. I ended up feeling a common bond with the little guys. farmer 20(break) Sebastian ""Well it's not up for debate. This is my corner of the house and I can do what I want with it. Sebastian 0(break)speak Sebastian ""Yeah, It'll be fun. I spend a lot of time on the computer, so it's nice to have some real, physical hobbies. I might even try my hand at some frog breeding! Today our family grew a little larger... ""...and a lot slimier! "
FishShop,16253595/j 29/X," Willy ""Ahoy! Willy ""Come in... make yourself at home... Willy ""Aye... that's good stuff, there. The fish go crazy for it. Just... eh... make sure to wash yer hands good after dipping them in those juices... Willy ""The aroma has been known to linger for up to seven weeks, lad...^The aroma has been known to linger for up to seven weeks, miss... Willy ""So... you been catching a lot o' fish? #Yes#No#It's too difficult...(break) Willy ""Aha! A man after me own heart... ^Aha! A lady after me own heart... Willy ""You can always trust a fisherman...^You can always count on a lady who fishes... Willy ""That's what me ol' Pappy used to say, at least. haha! Well, keep it goin'... if you can catch every fish in these waters, I've got a special prize waitin' for ye...""(break) Willy ""Not the fishin' type, eh? That's too bad... ""(break) Willy ""Yes, it's a difficult sport... especially for a beginner. Have you tried the 'Training Rod'? I sell them right here, at a very low price. You should try using a 'Training Rod' until you get a little more experienced. #What's wrong?#Everything okay?(break)pause 100(break) Willy ""Aye... well, business has been tough, lately. It all started about the same time that old community center fell to ruin... me fish just don't sell like they used to... I've been working double-time just to make ends meet! Willy ""No time for me own projects... But, if things picked back up around here, I might have the time to show ya somethin'... Willy ""Heh heh... yep. She's back there... an 'old friend' that's seen better days... Willy ""Some day, lad... you'll see what I mean.^some day, miss... you'll see what I mean. "
Forest,14/f Haley 2000/z winter/t 1000 1600/w sunny," Haley ""Oh! @. Haley ""The lighting is so nice right now... I had to come out and take some nature shots. Haley ""I've been trying to connect with the outdoors a little more... I wanna know what it's like, being a farmer. It's a way of life I've never really thought about. Well, until now... Haley ""Heh, these cows are so cute... Haley ""Hey, I have an idea! Haley ""Let's take some pictures with these cows! You can show me how to approach one. I'll just set it to shoot on a timer. Haley ""...geh... Haley "" 0 That was fun, @! ...And these photos are hilarious! Haley ""I'm gonna go home and take a shower now... dialogue Haley ""Well, that was the dirtiest I've ever been. """
Forest,52/f Leah 1500/p Leah/z winter," Leah ""Oh! @! You scared me. Leah ""See that fruit up there? It looks delicious, doesn't it? But I can't reach it. Leah ""Aghh! Hehe...Thanks. Leah ""Okay... got it! Leah ""You're stronger than you look! Leah ""Here, try a piece... Leah ""You know, I just realized something. Even if my art career is a flop, I'll always have a friend to catch me on the way down. dialogue Leah ""Thanks for helping me earlier... """
Forest,54/f Leah 2500/t 1100 1600/z winter," Leah ""Hi @. I knew you'd be passing through here today. ...So I put together a surprise... Leah ""It's a little picnic for us! Leah ""This is a vegetable medley, with my 'special' spice blend. Leah ""...and this is a fresh salad, made from greens that I foraged right here in the forest! Leah ""@, um... Leah ""I just want to say thank you... for helping me get one step closer to becoming a real artist. ""DISTANT VOICE: Well, well, well... What have we here? Leah ""Kel?? What the heck are you doing here? ""KEL: Didn't you see me at the art show? I came all the way from Zuzu City to see your sculptures. ""KEL: And to get you to come back with me. ""KEL: I want things to go back to the way they were... I miss you, babe. Leah ""Yuck, don't call me that! You never supported my art before... now that I've had some success you want me back? You make me sick. ""KEL: Hey! Come Here! fork1 ""#Punch Kel in the face.#Try reasoning with Kel. . Leah ""Oh my God! Leah ""Well, he'll make it... but that was pretty violent, @.^She's fine... but that was pretty violent, @. Leah ""Let's get out of here. I don't think Kel will be bothering us anymore. Leah ""Let's find a more secluded spot this time... dialogue Leah ""Well, the picnic didn't pan out like I wanted it to. """
Forest,choseInternet," ""KEL: I found your online art store... weren't you wondering about the 'Mr. K' who kept buying all your sculptures? Leah ""You're 'Mr. K'? I... I thought it was just a rich guy who truly loved my art. ""KEL: Heh. Well, you were half right... ""KEL: Look, Leah. I want you back. I miss you, babe. Leah ""Ew, don't call me that! You never supported my art before... now that I've had some success you want me back? You make me sick. ""KEL: Hey! Come Here! fork1 ""#Punch Kel in the face.#Try reasoning with Kel. . Leah ""Oh my God! Leah ""Well, he's fine... but that was pretty violent, @.^She's fine... but that was pretty violent, @. Leah ""Let's get out of here. I don't think Kel will be bothering us anymore. Leah ""Let's find a more secluded spot this time... dialogue Leah ""Well, the picnic didn't pan out like I wanted it to. """
Forest,noPunch," ""KEL: I have nothing to say to you. Get out of my way. ""KEL: Seriously, Leah... What are you doing out here with this simple-minded bumpkin? . Leah ""@'s a better man than you in every respect! ^@'s a better person than you in every respect! Now get out of here and never come back! Leah ""Let's go, @. I don't think Kel will be bothering us anymore. Leah ""Let's find a more secluded spot this time... dialogue Leah ""Well, the picnic didn't pan out like I wanted it to. """
Forest,181928/f Penny 2000/t 900 1600," Penny ""Oh, @! It's perfect timing that you showed up. Penny ""I brought the children on a little field trip into the countryside. You know all about life in the country, right? Penny "" -1 null#So I was thinking... could you be my guest speaker today?# -1 10 event_speaker_yes#I'd love to!# -1 0 event_speaker_yes#Sure.# -1 -1500 event_speaker_no#No... I can't stand kids. Penny ""Jas! Vincent! May I have your attention please! Penny ""I have a very special guest here to talk to you today... our very own local farmer, @. He has first-hand experience living in the countryside... so he knows all about the valley's 'natural resources'!^She has first-hand experience living in the countryside... so she knows all about the valley's 'natural resources'! Penny ""Can anyone tell me what a 'natural resource' is? Penny ""Jas? Jas ""A natural resource is a material source of wealth that occurs in a natural state and has economic value. Penny ""Very good! That's worth two star points, Jas. Jas ""Yesss! Penny ""Okay, now let's give @ our full attention. fork0 ""#Country life is all about farming.#Country life is all about gathering from the wild. fork0 ""#This valley is chock-full of precious minerals.#The water around here is teeming with fresh seafood.#You'll find no better lumber south of Grampleton. Penny ""Yes, Vincent? Vincent ""Mr. @, are you going to marry Miss Penny? ^Ms. @... Um, do you have a boyfriend? Penny ""Vincent! That's not an appropriate question! Behave yourself, or I'll have to take away all your star points for the day. fieldTripEnd"
Forest,choseFarming," fork0 ""#The valley's soil is ideal for growing delicious vegetables.#The valley's air and grass are perfect for raising animals. Penny ""Yes, Vincent? Vincent ""Um, Farmer @? If I eat your veggies will I grow up strong like my big brother Sam? He's so strong, I saw him lift Miss Penny clear off the ground last night when they were climbing into a tree. Penny ""Vincent! It's not good to gossip! fieldTripEnd/"
Forest,choseAnimals," Penny ""Yes, Vincent? Vincent ""Farmer @? Can I put a saddle on one of your cows and ride it into town? I wanna be a real cowboy! Penny ""Vincent! Behave yourself. Mr. @ makes his living working on the farm! It's not a playground. ^Vincent! Behave yourself. Ms. @ makes her living working on the farm! It's not a playground. fieldTripEnd"
Forest,choseMinerals," Penny ""Yes, Vincent? Vincent ""Farmer @? Is it true that goblins live deep in the caves... and that they like to kidnap little girls for their dinner? Penny ""Vincent! You're scaring Jas. Let's not talk about monsters. fieldTripEnd"
Forest,fieldTripEnd," Penny ""Well, that's probably enough for today. You two run along and play. Penny ""It's a lot of work to take care of these kids... But I don't really mind. I enjoy seeing them learn... and hopefully I can help them grow up to be good people. Penny "" -1 null#Would you ever want to be a parent, @?# -1 0 event_speaker_kids1#I haven't really thought about it.# -1 20 event_speaker_kids2#Absolutely. I want a big family.# -1 20 event_speaker_kids3#I guess so. It's a natural urge.# -1 10 event_speaker_kids4#No, I don't think I'd be good at it.# -1 -10 event_speaker_kids5#No, the world's crowded enough already.# -1 -10 event_speaker_kids6#No, I don't want to be tied down with a family. Penny ""Well, I'm glad you showed up, @. I think the kids had a great time. dialogue Penny ""Thanks for making my field trip a success today."""
Forest,eventEnd," dialogue Penny ""I can't believe you refused to help me out. """
Forest,318560/j 10/t 900 1600/d Tue Wed Fri Sat," Jas ""Ew... it smells. Vincent ""... Why is it locked? I wanna explore the sewers! Jas ""I think Gunther has the key. Vincent ""Professor Gunther? The man who runs the museum? Why do you think he has it? Jas ""I saw a big rusty old key fall out of his pocket one time. A creepy sewer door like this has just got to be a match for a big rusty old key. Jas ""There's something moving around in there! / "
Forest,611944/f Shane 500/t 2000 2400," Shane ""Up late, huh? Shane ""Here, have a cold one. Shane ""Buh... Life. Shane ""You ever feel like... no matter what you do, you're gonna fail? ...Like you're stuck in some miserable abyss and you're so deep you can't even see the light of day? Shane ""I just feel like no matter how hard I try... I'm not strong enough to climb out of that hole. Shane ""Heh... fast drinker, huh? Man after my own heart.^Heh... fast drinker, huh? Woman after my own heart. Just don't make it a habit... you got a future ahead of you still. Shane ""Welp.. My liver's beggin' me to stop. Better call it a night. See you around, @. / "
Forest,3910975/f Shane 1500/e 3910674/t 900 2000/w rainy," Shane ""... @... Shane ""I... I'm sorry... ... M... My life... It's a pathetic joke... Look at me... ... Why do I even try? ... I'm too small and stupid to... to take control of my life... I'm just a p... piece of soiled garbage flittering in the wind... ......... I've been coming here often lately... looking down... Here's a chance to finally take control of my life... These cliffs... ... B... bu... ... but I'm too scared, too anxious. Just like always... Shane ""@... All I do is work, sleep, and drink ...t... to dull the feelings of self-hatred. Why should I even go on? Tell me... T... Tell me why I shouldn't roll off this cliff right now... shaneCliffs ""#Because there's so much to live for!#Jas needs you. You're like a father to her.#It would be a sin.#The decision is your own. Just know that I'm here for you. Shane ""@... Shane ""...I think you should take me to the hospital now. Harvey ""...I've pumped his stomach and re-hydrated his body. He's going to be okay. It's good that you brought him in, though. Harvey ""Too much alcohol is terrible for the body... but right now I'm most worried about his mental health... When he comes to, I'll have a chat with him about his treatment options. I know an excellent counselor in Zuzu City... Harvey ""Life can be painful, sometimes... But there's always hope for a better future. You've got to believe in that. invisible Shane"
Forest,3910979/f Vincent 2000/f Jas 2000/t 600 1700/z summer/z fall/z winter/w sunny," Vincent ""Hiya, mister @!^Hiya, miss @! Vincent ""Sp..spwing onion. Mom sends me out to pick these sometimes... Jas ""They're too spicy for me! Vincent ""You're really nice for a grown-up... so I'm going to show you a secret. Vincent ""When you see it like this, it looks good, right? Vincent ""But if you peel it a little bit... Vincent ""...It's full of bugs! Vincent ""Cool, huh? Jas ""Um... What do you do with the bugs, Vincent? Vincent ""Usually I just squash 'em! Jas "" ! Jas ""That's horrible! No, no, no, no, no... Jas ""Mr. @? Please... put the bugs back in the grass so they can live in peace.^Miss @? Please... put the bugs back in the grass so they can live in peace. You learned how to clean the spring onion... without harming any bugs. ""Spring onions are now worth 5x the gold! "
Forest,3091462/e 3911124/O Leah/w sunny/t 1130 1400/A leahPaint," Marnie ""Um... Leah? How much longer will this be? ...My knees are quivering, my thighs are whimpering, and I've lost all sensation in my foot. Leah ""Just keep perfectly still, Marnie... No squirming! Leah ""Hey, @... what style do you think I should do? I'm up for anything... #Classic country portrait#Colorful, retro pop-art#Minimalist modern(break)speak Leah ""Stick with the classic look, huh? Yeah, I think Marnie will appreciate that. m_painting0(break)speak Leah ""Good idea! That sounds fun... Let me get some more yellow paint on the palette... m_painting1(break)speak Leah ""Hmm... not my usual style, but I'll give it a shot. I'd better switch to acrylic paint for this one... Leah ""How's yours coming along? #It's a masterpiece of fine art!#I'm trying my best...#It looks like chicken scratch(break)speak Leah ""Wow, I like your confidence! Who knows? Maybe you'll become the next Lupini! ...Can't wait to see it.""(break)speak Leah ""Hey, that's all I ask. If you keep trying your best you can't help but get better at it!""(break)speak Leah ""Hey, that's okay! You gotta start somewhere. And you never know, one person's chicken scratch is another person's 'modern art' Marnie ""Make me look good! Leah ""Shh! Leah ""Now, don't forget the techniques I taught you... broad strokes, hold the brush like so... Leah ""There! Leah ""What do you think? Marnie ""Oooh! Marnie ""I love it! That's going up in my room... Leah ""Now, let's see what you've got, @. Leah ""Erm... It's... interesting! It's, uh... a different kind of approach, for sure... Leah ""Marnie, you can hang both of these in your room! Marnie ""Em... @, why don't you go ahead and keep yours? It might be nice to, uh... own your first-ever painting... ya know? dialogue Leah ""Um... Honey? Where were you planning to hang that painting you did? """
HaleyHouse,11/f Haley 500/p Haley/p Emily," Haley ""Urgghh! I always clean under the cushions! It's YOUR turn this week! Emily ""You're being childish, Haley. I do the vast majority of work in this house, and you know it. Haley ""Oh, it's that new farm boy. ^Oh, it's that new girl from the farm. Emily ""He has a name, you know. ^She has a name, you know. Haley ""Hey, I bet you'll understand my point of view here. Emily "" ... I'm really sorry to involve you in this, @. Haley is complaining because I asked her to clean under the cushions. Haley "" 45 null#It's only because I cleaned them last week! # 46 -50 Event_clean2#Stop whining and just clean it!# 45 30 Event_clean1#Haley, why not have this be your one weekly job?# 46 -30 Event_clean3#Emily, take the high road and do it this time. Haley ""Alright, you win. I guess this can be my job every week. Then there won't be any reason to argue over it. Emily ""Thanks, @. That was a great solution. "
HaleyHouse,haleyWontDoIt," Emily "" ... I guess I'll just do it, then... "
HaleyHouse,12/f Haley 1000/p Haley," Haley ""Nnnnnghhh... I just can't get this jar open! ... Haley ""Oh! It's you...@, right? Haley "" 47 null#Say... you're pretty strong, aren't you?# 47 30 Event_jar1#Yes# 47 -30 Event_jar2# Haley ""Hey, you did it! You're stronger than you look! Haley ""Thanks! "
HaleyHouse,15/f Haley 2500/p Haley," Haley ""Come in! Just make sure to close the door quickly behind you! Haley ""@, you're here! Haley ""Welcome to my brand new dark room! Haley "" -1 null#So... what do you think?# -1 10 Event_darkroom1#It looks great!# -1 0 Event_darkroom2#What does it do?# -1 -50 Event_darkroom3#I've seen better. Haley ""Um... so, anyway... what do you want to do? haleyDarkRoom "" #Offer to help decorate the dark room.#Make an excuse and leave.#Try to kiss her. Haley ""Oh, @... I've been waiting so long for you to do that. Haley ""One moment... dialogue Haley ""That was nice... """
HaleyHouse,917409/e 463391/f Emily 1500/p Emily," Emily ""Come in, @! I want to show you something. Emily ""It's my secret hobby... I've been practicing for months. Now, sit back, relax, and allow yourself to be carried away to a better place... okay? Emily "" 213 null#So... ... what did you think? # 213 25 event_dance1#That was amazing!# 213 -50 event_dance2#That was embarrassing...# 213 25 event_dance1#(Say nothing and do a slow clap) Emily ""Phew... that was quite a workout... Emily ""I haven't been this sweaty since I ordered the pepper platter at Abigail's graduation fiesta! Emily ""...Well, I'd better take a shower. Thanks for watching. dialogue Emily ""Don't tell anyone about the dance. That was for your eyes only."""
HaleyHouse,471942/f Emily 500/p Emily," Emily ""Why are you here? Emily ""... That reminded me of something. Even the tiniest, blandest, simplest light holds a wonderful secret. Emily ""Nowwwwww I know why you're here. It's a sign. Hahaha! Emily ""@... There's something special about @... Our destinies will intersect... "
HaleyHouse,195019/f Haley 2500/f Emily 2500/f Penny 2500/f Abigail 2500/f Leah 2500/f Maru 2500/o Abigail/o Penny/o Leah/o Emily/o Maru/o Haley/o Shane/o Harvey/o Sebastian/o Sam/o Elliott/o Alex/e 38/e 2123343/e 10/e 901756/e 54/e 15/i 446/k 195012," ""For some reason, you decide to place your hand in your pocket... ""You touch the rabbit's foot, and feel a sense of relief... Haley ""Hi! Abigail ""Hey there! Leah ""Look who it is! Abigail ""We were just gossiping about Mayor Lewis and Marnie... Penny ""Personally, I don't think there's anything fishy going on between them... Haley ""Hah! Were you born yesterday? You spent a short while with the group. ""It was an uneventful gathering! "
HaleyHouse,195012/f Haley 2500/f Emily 2500/f Penny 2500/f Abigail 2500/f Leah 2500/f Maru 2500/o Abigail/o Penny/o Leah/o Emily/o Maru/o Haley/o Shane/o Harvey/o Sebastian/o Sam/o Elliott/o Alex/e 38/e 2123343/e 10/e 901756/e 54/e 15/k 195019," Haley ""Not so fast! Abigail ""Hold it! Leah ""Stop! Abigail ""Never thought you'd find all your 'girlfriends' in one room, huh @? Leah ""I... I thought you were different than other men... ^You tricked all of us into thinking we loved you... You're horrible... Penny ""How could you do this to us, @? Maru ""You think you're real smooth, don't you? Thought you'd sample the whole 'buffet', huh? What a sleeze... Emily ""Th... That night in the tent... you whispered such sweet things to me in the dark... Now I have to face each day knowing it was all a lie. Haley ""Well, us women stick together! And we're not going to put up with this! ^Well, we're not going to put up with your abuse any longer! Leah ""That's right! Abigail ""Well? What do you have to say for yourself? fork1 ""#I'm sorry... what I did was wrong.#Ladies, calm down! I can explain... Maru ""Hmmph... Abigail ""Nice try, but that's not going to cut it... Haley ""...so we've come to a decision... isn't that right, girls? Penny ""...yes. Leah ""Absolutely. Maru ""We're all gonna give you the cold shoulder! warpOut"
HaleyHouse,choseToExplain," Haley ""I doubt it... fork2 ""#I thought we were just friends! I didn't know it was so serious!#Pierre pressured me! He wanted to sell more bouquets!#Ladies, this is completely normal! It's just a lifestyle choice... Haley ""Liar! Maru ""Yeah, right! Emily ""Do you really expect us to believe that? You're just digging yourself into a deeper hole... Haley ""...I think we've come to a decision... isn't that right, girls? Penny ""...yes. Leah ""Absolutely. Maru ""We're all gonna give you the cold shoulder! warpOut"
HaleyHouse,lifestyleChoice," Penny ""Hmmph! I don't know what's considered 'normal' in Zuzu City, but I'm definitely not okay with this arrangement! Maru ""It's not a 'choice' if none of us even know about it! Abigail ""You can't weasel your way out of this one, @. Haley ""...I think we've come to a decision... isn't that right, girls? Penny ""...yes. Leah ""Absolutely. Maru ""We're all gonna give you the cold shoulder! warpOut"
HaleyHouse,150938/n emilyStones," Emily ""Great... everyone has their stone. Now, close your eyes, and take slow, deep breaths. Focus on your lungs. Emily ""Visualize the pure energy flowing into your body with every breath. And when you exhale, feel all the tension and negative energy flowing out, leaving you more and more relaxed with every breath. Emily ""Now, open your heart to the vibrational frequency of your stone. Do you feel anything? Abigail ""Nope. Marnie ""I do! Looks like the gemstones were put to good use... "
HarveyRoom,normal," Harvey ""Sorry I'm all disheveled... I didn't know you were coming over. Harvey ""Hey, I think I hear a plane overhead... Harvey ""@, get over here! Harvey ""Look! Harvey ""As a kid, my dream was always to be a pilot. Harvey ""...But with my bad eyesight and a crippling fear of heights, that dream started to fade away. Harvey ""It's okay... don't be sad. I've grown to accept my station in life. Not everyone can achieve their dreams... that's just the way the world is. Harvey ""Hey, let me show you my model airplanes. I just finished the new TR-Starbird deluxe set. "
Hospital,7/f Maru 1000/p Maru," Maru "" ... I'm so sick of preparing these samples... Maru ""Agh! Oh no!... Maru ""The whole sample is ruined... Harvey's going to kill me... Maru "" 38 null#@, what should I do?# 38 -50 Event_Hospital_1#Just scoop it off the floor. He won't know the difference.# 39 -20 Event_Hospital_2#Tell Harvey it was my fault.# 38 50 Event_Hospital_3#Tell Harvey it was an accident. Harvey ""What happened? I heard something break. Maru "" 38#I accidentally dropped one of the samples... I'm so sorry. |@ came in and slammed the door so loud I dropped this sample. Harvey ""You shouldn't blame others for your own problems, Maru. Harvey "" ... I'll have to call the patient back in to recollect this sample. This'll probably put us in the red for another month... "
Hospital,toldTruth," Harvey ""Thanks for telling me the truth, Maru. Don't worry about the sample, we'll just get another one. Maru ""Thanks for being patient with me, Doctor Harvey. Harvey ""Of course... you've been a big help around here. I don't know what I'd do without you! Harvey ""@? You look a little pale... are you feeling okay? "
Hospital,57/f Harvey 1000/p Harvey," Harvey ""Ah, @! I was just about to write you a letter. Harvey ""You see, my records indicate that you're due for your annual checkup! Harvey ""Now, now... There's no need to worry. It'll be quick and painless. Please follow me. Harvey ""Hmm... Okay. Hold still, please. Harvey ""Say 'ahhh...' Harvey ""Okay, you can stop. Harvey ""I just need to check your vitals. Harvey "" 86 null#Hmm... Your pulse is high. # 86 20 event_heart1#I'm a little nervous...# 86 20 event_heart2#I'm out of breath from working on the farm.# 86 -50 event_heart3#Are you really a doctor? My pulse is fine! Harvey ""Well, then! You seem very healthy, @. Just make sure not to overwork yourself on that farm! Harvey ""Thanks for stopping in. "
Hospital,571102/f Harvey 2000," Harvey ""Hello? Hello? Is anyone out there? Harvey ""This is Dr. H at... 52 North 43.5 East... Seeking aerial response...Anyone out there? ""Copy.. Dr. H on the ground... this is Blackbird Fiver Fiver Zuzu. Anything to report? Harvey ""Someone's there!? 0 Er... I mean!... Standard ground report: Wind at 3 Clicks, 36 Degrees North of West. Ground Temperature at 42 Kraggs. Humidity 53%. Dr. H out! Harvey ""Yikes, my pulse is soaring... Harvey ""@! fork1 ""#Ask Harvey why he's all flustered.#Pretend like everything's normal. Harvey ""Ah, well... You see, I was just on my radio here... and I made contact with a real pilot! Harvey ""As a matter of fact, we can probably see him flying overhead right now! Harvey ""Quick, get over here! Harvey ""Look! Harvey ""As a kid, my dream was always to be a pilot. Harvey ""...But with my bad eyesight and a crippling fear of heights, that dream started to fade away. Harvey ""It's okay... don't be sad. I've grown to accept my station in life. Not everyone can achieve their dreams... that's just the way the world is. Harvey ""Hey, let me show you my model airplanes. I just finished the new TR-Starbird deluxe set. . "
Hospital,PlayerKilled," "" ...{0}? ""Easy, now... take it slow. Harvey ""Someone found you unconscious and battered... I had to perform an emergency surgery on you! Be a little more careful next time, okay? "
IslandHut,1039573/N 10/Hl addedParrotBoy," ParrotBoy 16 32 5 2 2 true ???/ ParrotBoy ""... ...Y...You... Bird friend? ParrotBoy ""...Seem good. ParrotBoy ""...She ask if you are bird friend. I told her... yes. #How did you end up here?#Where are your parents?(break)pause 100(break) ParrotBoy ""...Big Storm... Waves... Lightning... Mother... Father... swallowed by the sea... I... I washed up on shore... ParrotBoy ""...No, no, no... Th... That was just a dream... right? ParrotBoy ""...No... I was born here, just like all the other bird friends. Can't you tell? #If you're a bird, how can you speak?#How old are you?(break) Toddler "" Toddler ""If you' Toddler "" Toddler ""How can you speak? ParrotBoy ""Haha! See? We speak! We speak! ""(break) ParrotBoy ""Old? ...We don't think like that. We say... 'How many golden walnuts have you eaten?' ...I've eaten 3,729 golden walnuts. ...But you don't become an elder until you've eaten 10,000. I'll get there someday! ParrotBoy ""Hey. ParrotBoy ""...I remembered something. ParrotBoy ""My name... ParrotBoy ""...It's Leo. warpOut 2"
IslandNorth,6497421/e 6497423/f Leo 1000/w sunny/t 600 1800/Hl leoMoved,"/ Leo ""Sorry... Leo ""It's hard to remember to talk... normally... Leo ""You think I'm weird, don't you? #Not at all#A little, but I'm used to it#(Squawk loudly)(break) Leo ""Thanks for saying that.""(break) Leo ""Thanks, I've gotten used to you too! ""(break) Leo ""Hehe... You're getting pretty good at that! Leo ""Sometimes I wonder how different my life would be if I had never washed up on this island... Leo ""Back home, I didn't really care about birds. I never thought to listen to what they might be saying. Leo ""Though I guess that's normal for... normal kids. Leo ""I wonder what... normal kids would have to say about me... Leo ""Do you think I could ever be a normal kid again? null ""#Yes#No#Maybe... Leo ""Hmmm... I guess you're right. Leo ""Though living on this island has given me a lot of experiences normal kids would never have. Leo ""If it weren't for the parrots... who knows what would have happened to me. Leo ""I'm happy I met them. I'll always consider them to be my family, even if that makes me a little strange. Leo ""Anyways, thanks for talking to me, @. Leo ""Maybe some day, you can be a part of our family too, hehe. Leo ""Here, let me teach you how to say ""Let's play"" in parrot talk! / / "
IslandSouth,IslandDepart,/ 0. islandDepart
IslandSouth,6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved," Linus ""Wait! Linus ""Hello, Leo... My name's Linus. I've heard all about you, and your parrot family. It's really something special! Willy ""Aye, lad... Linus lives on the mainland with the rest of us. After hearing your story... I wanted to help. So, I talked to Linus here and hatched a little plan. Willy ""Go on, Linus... tell him. Linus ""Leo... I'd like you to come back with us, to Stardew Valley. It's a beautiful place... not as warm as here, but still full of life... and I live right in the middle of it! I know the lay of the land, and many things about the waters, the trees, the animals, and more... You see... I'm a child of nature, too. You might say we're 'birds of a feather'. But, I'm getting old... And I'd like to teach someone all that I've learned before moving on... Leo... will you come back with us? Leo ""L... leave the island? Willy ""I can take you back for a visit any time! But, lad.... You can't live here forever... You know, there are other children back home, too. I'm sure they'd love to meet ya... Leo ""O... other kids? Willy ""What do you think, @? #I think it's a great idea.#I think he should stay here.#It's up to Leo...(break) Linus ""Well, let's not forget... the choice is really up to Leo... 500(break) Linus ""I understand. This is Leo's home, after all. Linus ""...It's hard to make changes. But sometimes It's for the best. Still... the choice is really up to Leo.""(break) Leo ""I... I'll go... Linus ""Great! Leo ""But... my family... Leo ""She says... Leo ""She says the parrots are all happy for me. ...And that they want me to start the next chapter of life, wherever it may lead... Leo ""And no matter what happens... they'll always be my family... forever. Leo ""Goodbye! Leo ""I'm ready! A new arrival to the valley... ""It seems our little town is growing! Leo"
IslandSouth,PlayerKilled," 13 33 2 {0} "" ...{2}? "" {2}, wake up! {0} {1}/ "
